preferred term,UAT v.2.0.0 URI,UAT v.1.1.0 URI,UAT v.1.1.0 URI
Comas,http://astrothesaurus.org/uat/271,http://astrothesaurus.org/uat/Comas,
Comet interiors,http://astrothesaurus.org/uat/272,http://astrothesaurus.org/uat/CometInteriors,
Comet tail streamers,http://astrothesaurus.org/uat/273,http://astrothesaurus.org/uat/CometTailStreamers,
Comet tails,http://astrothesaurus.org/uat/274,http://astrothesaurus.org/uat/CometTails,
Cometary atmospheres,http://astrothesaurus.org/uat/275,http://astrothesaurus.org/uat/CometaryAtmospheres,
Cometary globules,http://astrothesaurus.org/uat/276,http://astrothesaurus.org/uat/CometaryGlobules,
Cometary ionospheres,http://astrothesaurus.org/uat/277,http://astrothesaurus.org/uat/CometaryIonospheres,
Cometary nebulae,http://astrothesaurus.org/uat/278,http://astrothesaurus.org/uat/CometaryNebulae,
Cometary studies,http://astrothesaurus.org/uat/279,http://astrothesaurus.org/uat/CometaryStudies,
Comets,http://astrothesaurus.org/uat/280,http://astrothesaurus.org/uat/Comets,
Compact binary components,http://astrothesaurus.org/uat/282,http://astrothesaurus.org/uat/CompactBinaryComponents,
Compact binary stars,http://astrothesaurus.org/uat/283,http://astrothesaurus.org/uat/CompactBinaryStars,
Compact binary systems,http://astrothesaurus.org/uat/284,http://astrothesaurus.org/uat/CompactBinarySystems,
Compact galaxies,http://astrothesaurus.org/uat/285,http://astrothesaurus.org/uat/CompactGalaxies,
Compact H II region,http://astrothesaurus.org/uat/286,http://astrothesaurus.org/uat/CompactHIiRegion,
Compact nebulae,http://astrothesaurus.org/uat/287,http://astrothesaurus.org/uat/CompactNebulae,
Compact objects,http://astrothesaurus.org/uat/288,http://astrothesaurus.org/uat/CompactObjects,
Compact radiation sources,http://astrothesaurus.org/uat/289,http://astrothesaurus.org/uat/CompactRadiationSources,
Companion galaxies,http://astrothesaurus.org/uat/290,http://astrothesaurus.org/uat/CompanionGalaxies,
Companion stars,http://astrothesaurus.org/uat/291,http://astrothesaurus.org/uat/CompanionStars,
Comparison stars,http://astrothesaurus.org/uat/292,http://astrothesaurus.org/uat/ComparisonStars,
Computational astronomy,http://astrothesaurus.org/uat/293,http://astrothesaurus.org/uat/ComputationalAstronomy,
Conical singularities,http://astrothesaurus.org/uat/294,http://astrothesaurus.org/uat/ConicalSingularities,
Conjunction,http://astrothesaurus.org/uat/295,http://astrothesaurus.org/uat/Conjunction,
Constellations,http://astrothesaurus.org/uat/296,http://astrothesaurus.org/uat/Constellations,
Contact binary stars,http://astrothesaurus.org/uat/297,http://astrothesaurus.org/uat/ContactBinaryStars,
Continuum radio emission,http://astrothesaurus.org/uat/298,http://astrothesaurus.org/uat/ContinuumRadioEmission,
Convective envelopes,http://astrothesaurus.org/uat/299,http://astrothesaurus.org/uat/ConvectiveEnvelope,
Convective shells,http://astrothesaurus.org/uat/300,http://astrothesaurus.org/uat/ConvectiveShells,
Convective zones,http://astrothesaurus.org/uat/301,http://astrothesaurus.org/uat/ConvectiveZone,
Cool cores,http://astrothesaurus.org/uat/302,http://astrothesaurus.org/uat/CoolCores,
Cool intergalactic medium,http://astrothesaurus.org/uat/303,http://astrothesaurus.org/uat/CoolIntergalacticMedium,
Core-collapse supernovae,http://astrothesaurus.org/uat/304,http://astrothesaurus.org/uat/Core-CollapseSupernovae,
Coronae,http://astrothesaurus.org/uat/305,http://astrothesaurus.org/uat/Coronae,
Coronal dimming,http://astrothesaurus.org/uat/306,http://astrothesaurus.org/uat/CoronalDimming,
Coronal hole,http://astrothesaurus.org/uat/307,http://astrothesaurus.org/uat/CoronalHole,
Coronal lines,http://astrothesaurus.org/uat/308,http://astrothesaurus.org/uat/CoronalLines,
Coronal loops,http://astrothesaurus.org/uat/309,http://astrothesaurus.org/uat/CoronalLoops,
Coronal mass ejections,http://astrothesaurus.org/uat/310,http://astrothesaurus.org/uat/CoronalMassEjections,
Coronal plumes,http://astrothesaurus.org/uat/311,http://astrothesaurus.org/uat/CoronalPlumes,
Coronal transients,http://astrothesaurus.org/uat/312,http://astrothesaurus.org/uat/CoronalTransients,
Coronographic imaging,http://astrothesaurus.org/uat/313,http://astrothesaurus.org/uat/CoronographicImaging,
Corotating streams,http://astrothesaurus.org/uat/314,http://astrothesaurus.org/uat/CorotatingStreams,
Cosmic abundance,http://astrothesaurus.org/uat/315,http://astrothesaurus.org/uat/CosmicAbundance,
Cosmic anisotropy,http://astrothesaurus.org/uat/316,http://astrothesaurus.org/uat/CosmicAnisotropy,
Cosmic background radiation,http://astrothesaurus.org/uat/317,http://astrothesaurus.org/uat/CosmicBackgroundRadiation,
Cosmic electrodynamics,http://astrothesaurus.org/uat/318,http://astrothesaurus.org/uat/CosmicElectrodynamics,
Cosmic inflation,http://astrothesaurus.org/uat/319,http://astrothesaurus.org/uat/CosmicInflation,
Cosmic isotropy,http://astrothesaurus.org/uat/320,http://astrothesaurus.org/uat/CosmicIsotropy,
Cosmic magnetic fields theory,http://astrothesaurus.org/uat/321,http://astrothesaurus.org/uat/CosmicMagneticFieldsTheory,
Cosmic microwave background radiation,http://astrothesaurus.org/uat/322,http://astrothesaurus.org/uat/CosmicMicrowaveBackgroundRadiation,
Cosmic noise,http://astrothesaurus.org/uat/323,http://astrothesaurus.org/uat/CosmicNoise,
Cosmic ray astronomy,http://astrothesaurus.org/uat/324,http://astrothesaurus.org/uat/CosmicRayAstronomy,
Cosmic ray detectors,http://astrothesaurus.org/uat/325,http://astrothesaurus.org/uat/CosmicRayDetectors,
Cosmic ray nucleosynthesis,http://astrothesaurus.org/uat/326,http://astrothesaurus.org/uat/CosmicRayNucleosynthesis,
Cosmic ray showers,http://astrothesaurus.org/uat/327,http://astrothesaurus.org/uat/CosmicRayShowers,
Cosmic ray sources,http://astrothesaurus.org/uat/328,http://astrothesaurus.org/uat/CosmicRaySources,
Cosmic rays,http://astrothesaurus.org/uat/329,http://astrothesaurus.org/uat/CosmicRays,
Cosmic web,http://astrothesaurus.org/uat/330,http://astrothesaurus.org/uat/CosmicWeb,
Cosmochemistry,http://astrothesaurus.org/uat/331,http://astrothesaurus.org/uat/Cosmochemistry,
Cosmochronology,http://astrothesaurus.org/uat/332,http://astrothesaurus.org/uat/Cosmochronology,
Cosmogony,http://astrothesaurus.org/uat/333,http://astrothesaurus.org/uat/Cosmogony,
Cosmological constant,http://astrothesaurus.org/uat/334,http://astrothesaurus.org/uat/CosmologicalConstant,
Cosmological constant experiments,http://astrothesaurus.org/uat/335,http://astrothesaurus.org/uat/CosmologicalConstantExperiments,
Cosmological evolution,http://astrothesaurus.org/uat/336,http://astrothesaurus.org/uat/CosmologicalEvolution,
Cosmological models,http://astrothesaurus.org/uat/337,http://astrothesaurus.org/uat/CosmologicalModels,
Cosmological neutrinos,http://astrothesaurus.org/uat/338,http://astrothesaurus.org/uat/CosmologicalNeutrinos,
Cosmological parameters,http://astrothesaurus.org/uat/339,http://astrothesaurus.org/uat/CosmologicalParameters,
Cosmological parameters from large-scale structure,http://astrothesaurus.org/uat/340,http://astrothesaurus.org/uat/CosmologicalParametersFromLarge-ScaleStructure,
Cosmological perturbation theory,http://astrothesaurus.org/uat/341,http://astrothesaurus.org/uat/CosmologicalPerturbationTheory,
Cosmological phase transitions,http://astrothesaurus.org/uat/342,http://astrothesaurus.org/uat/CosmologicalPhaseTransitions,
Cosmology,http://astrothesaurus.org/uat/343,http://astrothesaurus.org/uat/Cosmology,
Curvature singularities,http://astrothesaurus.org/uat/344,http://astrothesaurus.org/uat/CurvatureSingularities,
Curved space,http://astrothesaurus.org/uat/345,http://astrothesaurus.org/uat/CurvedSpace,
D galaxies,http://astrothesaurus.org/uat/346,http://astrothesaurus.org/uat/DGalaxies,
D layer,http://astrothesaurus.org/uat/347,http://astrothesaurus.org/uat/DLayer,
DA stars,http://astrothesaurus.org/uat/348,http://astrothesaurus.org/uat/DaStars,
Damped Lyman-alpha systems,http://astrothesaurus.org/uat/349,http://astrothesaurus.org/uat/DampedLyman-AlphaSystems,
Dark adaption,http://astrothesaurus.org/uat/350,http://astrothesaurus.org/uat/DarkAdaption,
Dark energy,http://astrothesaurus.org/uat/351,http://astrothesaurus.org/uat/DarkEnergy,
Dark interstellar clouds,http://astrothesaurus.org/uat/352,http://astrothesaurus.org/uat/DarkInterstellarClouds,
Dark matter,http://astrothesaurus.org/uat/353,http://astrothesaurus.org/uat/DarkMatter,
Dark matter density,http://astrothesaurus.org/uat/354,http://astrothesaurus.org/uat/DarkMatterDensity,
Dark matter detectors,http://astrothesaurus.org/uat/355,http://astrothesaurus.org/uat/DarkMatterDetectors,
Dark matter distribution,http://astrothesaurus.org/uat/356,http://astrothesaurus.org/uat/DarkMatterDistribution,
Darkrooms,http://astrothesaurus.org/uat/357,http://astrothesaurus.org/uat/Darkrooms,
DB stars,http://astrothesaurus.org/uat/358,http://astrothesaurus.org/uat/DbStars,
DDO classification,http://astrothesaurus.org/uat/359,http://astrothesaurus.org/uat/DdoClassification,
DDO photometry,http://astrothesaurus.org/uat/360,http://astrothesaurus.org/uat/DdoPhotometry,
de Sitter universe,http://astrothesaurus.org/uat/361,http://astrothesaurus.org/uat/DeSitterUniverse,
De Vaucouleurs Sandage classification,http://astrothesaurus.org/uat/362,http://astrothesaurus.org/uat/DeVaucouleursSandageClassification,
Debris disks,http://astrothesaurus.org/uat/363,http://astrothesaurus.org/uat/DebrisDisks,
Deceleration parameter,http://astrothesaurus.org/uat/364,http://astrothesaurus.org/uat/DecelerationParameter,
Declination,http://astrothesaurus.org/uat/365,http://astrothesaurus.org/uat/Declination,
Deep space probes,http://astrothesaurus.org/uat/366,http://astrothesaurus.org/uat/DeepSpaceProbes,
Degenerate matter,http://astrothesaurus.org/uat/367,http://astrothesaurus.org/uat/DegenerateMatter,
Delta cephei,http://astrothesaurus.org/uat/368,http://astrothesaurus.org/uat/DeltaCephei,
Delta Delphini stars,http://astrothesaurus.org/uat/369,http://astrothesaurus.org/uat/DeltaDelphiniStars,
Delta Scuti variable stars,http://astrothesaurus.org/uat/370,http://astrothesaurus.org/uat/DeltaScutiVariableStars,
Dense interstellar clouds,http://astrothesaurus.org/uat/371,http://astrothesaurus.org/uat/DenseInterstellarClouds,
Density parameters,http://astrothesaurus.org/uat/372,http://astrothesaurus.org/uat/DensityParameters,
Density wave model,http://astrothesaurus.org/uat/373,http://astrothesaurus.org/uat/DensityWaveModel,
Descending node,http://astrothesaurus.org/uat/374,http://astrothesaurus.org/uat/DescendingNode,
Detached binary stars,http://astrothesaurus.org/uat/375,http://astrothesaurus.org/uat/DetachedBinaryStars,
Detached objects,http://astrothesaurus.org/uat/376,http://astrothesaurus.org/uat/DetachedObjects,
Deucalion,http://astrothesaurus.org/uat/377,http://astrothesaurus.org/uat/Deucalion,
Diamond ring effect,http://astrothesaurus.org/uat/378,http://astrothesaurus.org/uat/DiamondRingEffect,
Diffuse interstellar bands,http://astrothesaurus.org/uat/379,http://astrothesaurus.org/uat/DiffuseInterstellarBands,
Diffuse interstellar clouds,http://astrothesaurus.org/uat/380,http://astrothesaurus.org/uat/DiffuseInterstellarClouds,
Diffuse molecular clouds,http://astrothesaurus.org/uat/381,http://astrothesaurus.org/uat/DiffuseMolecularClouds,
Diffuse nebulae,http://astrothesaurus.org/uat/382,http://astrothesaurus.org/uat/DiffuseNebulae,
Diffuse radiation,http://astrothesaurus.org/uat/383,http://astrothesaurus.org/uat/DiffuseRadiation,
Diffuse x-ray background,http://astrothesaurus.org/uat/384,http://astrothesaurus.org/uat/DiffuseX-RayBackground,
Dirac cosmology,http://astrothesaurus.org/uat/385,http://astrothesaurus.org/uat/DiracCosmology,
Direct detection interferometry,http://astrothesaurus.org/uat/386,http://astrothesaurus.org/uat/DirectDetectionInterferometry,
Direct imaging [Exoplanets],http://astrothesaurus.org/uat/387,http://astrothesaurus.org/uat/DirectImaging_(Exoplanets),
Dirty snowball theory,http://astrothesaurus.org/uat/388,http://astrothesaurus.org/uat/DirtySnowballTheory,
Discrete radio sources,http://astrothesaurus.org/uat/389,http://astrothesaurus.org/uat/DiscreteRadioSources,
Disk flaring,http://astrothesaurus.org/uat/390,http://astrothesaurus.org/uat/DiskFlaring,
Disk galaxies,http://astrothesaurus.org/uat/391,http://astrothesaurus.org/uat/DiskGalaxies,
Disk population,http://astrothesaurus.org/uat/392,http://astrothesaurus.org/uat/DiskPopulation,
Disk stars,http://astrothesaurus.org/uat/393,http://astrothesaurus.org/uat/DiskStars,
Distance indicators,http://astrothesaurus.org/uat/394,http://astrothesaurus.org/uat/DistanceIndicators,
Distance measure,http://astrothesaurus.org/uat/395,http://astrothesaurus.org/uat/DistanceMeasure,
Diurnal parallax,http://astrothesaurus.org/uat/396,http://astrothesaurus.org/uat/DiurnalParallax,
DO stars,http://astrothesaurus.org/uat/397,http://astrothesaurus.org/uat/DoStars,
Dobsonian telescopes,http://astrothesaurus.org/uat/398,http://astrothesaurus.org/uat/DobsonianTelescopes,
Domes,http://astrothesaurus.org/uat/399,http://astrothesaurus.org/uat/Domes,
Doppler imaging,http://astrothesaurus.org/uat/400,http://astrothesaurus.org/uat/DopplerImaging,
Doppler shift,http://astrothesaurus.org/uat/401,http://astrothesaurus.org/uat/DopplerShift,
Double galaxies,http://astrothesaurus.org/uat/405,http://astrothesaurus.org/uat/DoubleGalaxies,
Double quasars,http://astrothesaurus.org/uat/406,http://astrothesaurus.org/uat/DoubleQuasars,
Double-mode Cepheid variable stars,http://astrothesaurus.org/uat/402,http://astrothesaurus.org/uat/Double-ModeCepheids,
Double-mode pulsation,http://astrothesaurus.org/uat/403,http://astrothesaurus.org/uat/Double-ModePulsation,
Double-mode variable stars,http://astrothesaurus.org/uat/404,http://astrothesaurus.org/uat/Double-ModeVariableStars,
DQ Herculis stars,http://astrothesaurus.org/uat/407,http://astrothesaurus.org/uat/DqHerculisStars,
Draco dwarf galaxy,http://astrothesaurus.org/uat/408,http://astrothesaurus.org/uat/DracoDwarfGalaxy,
Dredge-up,http://astrothesaurus.org/uat/409,http://astrothesaurus.org/uat/Dredge-Up,
Drift scan imaging,http://astrothesaurus.org/uat/410,http://astrothesaurus.org/uat/DriftScanImaging,
Dumbbell galaxies,http://astrothesaurus.org/uat/411,http://astrothesaurus.org/uat/DumbbellGalaxies,
Dust continuum emission,http://astrothesaurus.org/uat/412,http://astrothesaurus.org/uat/DustContinuumEmission,
Dust nebulae,http://astrothesaurus.org/uat/413,http://astrothesaurus.org/uat/DustNebulae,
Dust shells,http://astrothesaurus.org/uat/414,http://astrothesaurus.org/uat/DustShell,
Dwarf elliptical galaxies,http://astrothesaurus.org/uat/415,http://astrothesaurus.org/uat/DwarfEllipticalGalaxies,
Dwarf galaxies,http://astrothesaurus.org/uat/416,http://astrothesaurus.org/uat/DwarfGalaxies,
Dwarf irregular galaxies,http://astrothesaurus.org/uat/417,http://astrothesaurus.org/uat/DwarfIrregularGalaxies,
Dwarf novae,http://astrothesaurus.org/uat/418,http://astrothesaurus.org/uat/DwarfNovae,
Dwarf planets,http://astrothesaurus.org/uat/419,http://astrothesaurus.org/uat/DwarfPlanets,
Dwarf spheroidal galaxies,http://astrothesaurus.org/uat/420,http://astrothesaurus.org/uat/DwarfSpheroidalGalaxies,
Dynamical evolution,http://astrothesaurus.org/uat/421,http://astrothesaurus.org/uat/DynamicalEvolution,
Dynamical friction,http://astrothesaurus.org/uat/422,http://astrothesaurus.org/uat/DynamicalFriction,
Dynamical parallax,http://astrothesaurus.org/uat/423,http://astrothesaurus.org/uat/DynamicalParallax,
E corona,http://astrothesaurus.org/uat/426,http://astrothesaurus.org/uat/ECorona,
E layer,http://astrothesaurus.org/uat/427,http://astrothesaurus.org/uat/ELayer,
E+A galaxies,http://astrothesaurus.org/uat/424,http://astrothesaurus.org/uat/E+AGalaxies,
Early astronomical instruments,http://astrothesaurus.org/uat/433,http://astrothesaurus.org/uat/EarlyAstronomicalInstruments,
Early stellar evolution,http://astrothesaurus.org/uat/434,http://astrothesaurus.org/uat/EarlyStellarEvolution,
Early universe,http://astrothesaurus.org/uat/435,http://astrothesaurus.org/uat/EarlyUniverse,
Early-type emission stars,http://astrothesaurus.org/uat/428,http://astrothesaurus.org/uat/Early-TypeEmissionStars,
Early-type galaxies,http://astrothesaurus.org/uat/429,http://astrothesaurus.org/uat/Early-TypeGalaxies,
Early-type stars,http://astrothesaurus.org/uat/430,http://astrothesaurus.org/uat/Early-TypeStars,
Early-type supergiant stars,http://astrothesaurus.org/uat/431,http://astrothesaurus.org/uat/Early-TypeSupergiants,
Early-type variable stars,http://astrothesaurus.org/uat/432,http://astrothesaurus.org/uat/Early-TypeVariableStars,
Earth (planet),http://astrothesaurus.org/uat/439,http://astrothesaurus.org/uat/Earth_(Planet),
Earth atmosphere,http://astrothesaurus.org/uat/437,http://astrothesaurus.org/uat/EarthAtmosphere,
Earth trojans,http://astrothesaurus.org/uat/438,http://astrothesaurus.org/uat/EarthTrojans,
Earth-moon system,http://astrothesaurus.org/uat/436,http://astrothesaurus.org/uat/Earth-MoonSystem,
Eccentric anomaly,http://astrothesaurus.org/uat/440,http://astrothesaurus.org/uat/EccentricAnomaly,
Eccentricity,http://astrothesaurus.org/uat/441,http://astrothesaurus.org/uat/Eccentricity,
Eclipses,http://astrothesaurus.org/uat/442,http://astrothesaurus.org/uat/Eclipses,
Eclipsing binary minima timing method,http://astrothesaurus.org/uat/443,http://astrothesaurus.org/uat/EclipsingBinaryMinimaTimingMethod,
Eclipsing binary stars,http://astrothesaurus.org/uat/444,http://astrothesaurus.org/uat/EclipsingBinaryStars,
Ecliptic coordinate system,http://astrothesaurus.org/uat/445,http://astrothesaurus.org/uat/EclipticCoordinateSystem,
Ecliptic latitude,http://astrothesaurus.org/uat/446,http://astrothesaurus.org/uat/EclipticLatitude,
Ecliptic longitude,http://astrothesaurus.org/uat/447,http://astrothesaurus.org/uat/EclipticLongitude,
Ecliptic poles,http://astrothesaurus.org/uat/448,http://astrothesaurus.org/uat/EclipticPoles,
Effective temperature,http://astrothesaurus.org/uat/449,http://astrothesaurus.org/uat/EffectiveTemperature,
E-folding time,http://astrothesaurus.org/uat/425,http://astrothesaurus.org/uat/E-FoldingTime,
Einstein field equations,http://astrothesaurus.org/uat/450,http://astrothesaurus.org/uat/EinsteinFieldEquations,
Einstein rings,http://astrothesaurus.org/uat/451,http://astrothesaurus.org/uat/EinsteinRings,
Einstein universe,http://astrothesaurus.org/uat/452,http://astrothesaurus.org/uat/EinsteinUniverse,
Ejecta,http://astrothesaurus.org/uat/453,http://astrothesaurus.org/uat/Ejecta,
Elemental abundance,http://astrothesaurus.org/uat/454,http://astrothesaurus.org/uat/ElementalAbundance,
Ellipsoidal variable stars,http://astrothesaurus.org/uat/455,http://astrothesaurus.org/uat/EllipsoidalVariableStars,
Elliptical galaxies,http://astrothesaurus.org/uat/456,http://astrothesaurus.org/uat/EllipticalGalaxies,
